text,dim_1,dim_2,group_size,group_texts,group_min_sim,cluster,most_frequent,cluster_name
group_1988,-2.569209259186225,0.6853418839977556,2,,0.7563569549316163,6,board broke,Material deprivation
group_1989,2.8194728044695427,-2.712355164812918,1,,1,3,pistons' losing season,Competitive loss
group_1990,-1.762364197308539,-2.84007907410337,1,,1,5,went to costco,Financial
group_1991,-1.1909006602510785,-1.6174057577760155,2,,0.7475264443071807,7,missed san diego,Inaccessibility
group_1992,1.022494995814934,-1.0468613043531878,2,,0.7858521580525111,3,delaying dissertation,Competitive loss
group_1993,2.1584181046307784,-0.019029442098812965,1,,1,4,pho,Mourning
group_1994,2.3023274941710996,-0.6727213491588268,1,,1,3,germany,Competitive loss
group_1995,0.35279024186361463,-2.7609096646237803,2,,0.7648060213551182,5,important work relationship,Financial
group_1996,0.19599535773450558,-1.6768217714763707,2,,0.7851372762640698,5,failed order,Financial
group_1997,0.296534432687936,-1.7574726822798517,4,,0.7447138157849412,5,failed a challenge,Financial
group_1998,1.190638902917561,0.1309739693984136,2,,0.790008350820715,4,new life chance,Mourning
group_1999,1.8004416784628865,-1.1078171396107135,2,,0.7795555834645973,3,case,Competitive loss
group_2000,0.7069550889155675,1.1921865779650522,1,,0.999999995256813,1,sanitycalm atmosphere,Emotional Distress
group_2001,1.8918833803844843,-3.4121365004418847,3,,0.7826868390307916,3,lost gaming access,Competitive loss
group_2002,-0.27272682715138863,2.1949885210796243,3,,0.8076164841508945,1,lost my sobriety,Emotional Distress
group_2003,-2.1711394702349245,-2.089724163931927,3,,0.803983264027407,5,fines and penalties,Financial
group_2004,-2.979700810135969,-0.5020422632222064,6,,0.7419849850707381,7,lost camping gear,Inaccessibility
group_2005,0.16780463727657682,-2.8105042093960693,3,,0.7875164883924743,5,scolded at work,Financial
group_2006,-2.2031447697281834,-3.379871206195663,1,,1,5,snake bite expenses,Financial
group_2007,-0.18909040091669596,-2.8998707132593684,5,,0.8083840839613093,5,quit job,Financial
group_2008,1.5708267889255467,-2.1710891425755254,1,,1,3,racewalking,Competitive loss
group_2009,1.8265493316999677,-2.154473319418855,2,,0.8364021947418392,3,compete in swimming,Competitive loss
group_2010,-0.012621624654571256,-2.186233466587785,2,,0.7739876718501881,5,lost work credibility,Financial
group_2011,2.3456667799335293,2.5321040867446745,1,,1,4,child taken illegally,Mourning
group_2012,-3.053825018634589,2.4271137521171116,1,,1,6,lost donald duck,Material deprivation
group_2013,-2.8338608023706064,-0.40929150399783476,3,,0.7648379322842973,7,lost another notebook,Inaccessibility
group_2014,-0.40814485786484767,3.0291789030114726,6,,0.7676862129815559,1,failed weight loss,Emotional Distress
group_2015,1.224565785986615,2.1836044737587446,2,,0.8035949715015706,4,balding,Mourning
group_2016,0.12845655842767859,2.539949626497522,3,,0.7969711753808912,1,knee injury,Emotional Distress
group_2017,1.3145720652413249,-1.427929788644387,1,,1,3,masters program student,Competitive loss
group_2018,-2.607242428797592,-2.6060295030258698,1,,1,5,not paid back,Financial
group_2019,-1.6106856001603098,-2.7949245251446366,3,,0.7534218404230297,5,big contract,Financial
group_2020,0.3300875026622502,-2.2797815677249913,2,,0.7761031407527075,5,ip position,Financial
group_2021,-1.5862778927507366,-2.8893184251587916,1,,0.9999999932921207,5,b2g contract,Financial
group_2022,-3.0458029268337614,-2.2899318858750193,2,,0.7810925242334089,5,i wasted gas,Financial
group_2023,-2.1938673451075674,-0.967624742256199,2,,0.7508968931977058,7,lost rv use,Inaccessibility
group_2024,-0.9973145317801452,-1.7269483280026687,4,,0.7703107837621264,7,missed class chance,Inaccessibility
group_2025,-2.48401813313524,1.5654677755684432,3,,0.7615544308630702,6,failed garden attempt,Material deprivation
group_2026,2.635962238353961,1.732554159598502,3,,0.7728788650536185,4,friend ghosted me,Mourning
group_2027,0.43720132637930886,3.196483813725193,2,,0.7780075705541202,4,denied medical help,Mourning
group_2028,-1.9629941112874445,-2.922588402938689,1,,1,5,merchant,Financial
group_2029,-2.0354918984714234,-0.02876500573501488,3,,0.7777815863379152,7,2 favorite shirts,Inaccessibility
group_2030,2.578265465743416,0.12774653465264266,1,,0.9999999932921207,4,jackie,Mourning
group_2031,0.9062177880077871,-0.4299138586531981,1,,1,3,next steps,Competitive loss
group_2032,1.9480148299335203,-3.281335669746191,5,,0.7585585733220207,3,bad gaming day,Competitive loss
group_2033,-2.9766341557214524,-0.3375710749687916,1,,1,7,lost wireless mouse,Inaccessibility
group_2034,-2.1084346481465057,-3.3611358496210486,4,,0.7664334724541653,5,overspending,Financial
group_2035,2.6005778746190935,-2.8734563765749424,1,,0.999999995256813,3,newcastle loses match,Competitive loss
group_2036,-0.05914874108855735,1.1940054796535167,2,,0.7951598832820359,1,loss of smell,Emotional Distress
group_2037,-3.0541071768282926,-0.28487274195798135,2,,0.7559955048601481,7,lost air grinder,Inaccessibility
group_2038,2.611005101765654,1.935825639226453,4,,0.776072357172777,4,lost friend alex,Mourning
group_2039,1.3467692830306244,-1.0985908374605624,3,,0.7460383427387156,3,electronics test,Competitive loss
group_2040,-2.3979408960087394,1.105014828867287,1,,1,6,abandoned deck project,Material deprivation
group_2041,2.45441539497112,-2.843652527379971,3,,0.7644561101926858,3,fantasy league loss,Competitive loss
group_2042,0.378901436843588,2.7406558898334126,4,,0.7431742636319452,4,hip replacement surgery,Mourning
group_2043,-0.598134753572038,2.9202457462941935,2,,0.790285630278427,1,poor eating habits,Emotional Distress
group_2044,-2.649806026972058,-2.671950100519463,4,,0.7854387839227717,5,financial loss missed,Financial
group_2045,-2.8802176287218586,-0.24371978656421417,3,,0.7835921226863314,7,loss of equipment,Inaccessibility
group_2046,-2.7366944957921495,-0.5542581329456322,2,,0.8241714629424037,7,lost contact lens,Inaccessibility
group_2047,3.2481705809815176,2.2414571792248354,4,,0.7678473075497375,4,husband's diagnosis,Mourning
group_2048,0.1344996653105787,0.8160448224789185,3,,0.7428980102697178,2,giving up lifestyle,Deprivation
group_2049,3.0862885728229124,0.982083305404177,1,,0.9999999932921207,4,online feud,Mourning
group_2050,-0.41224791133331795,-0.5581847815315655,1,,1,2,budgetingnot budgeting discussion,Deprivation
group_2051,1.8339072234582678,-3.071906380657323,1,,1,3,swinging too fast,Competitive loss
group_2052,1.7575671142148654,3.375240741268251,1,,1,4,z death,Mourning
group_2053,0.26129922192064003,2.932897516750234,2,,0.756598813034846,4,skin allergy,Mourning
group_2054,-0.13842819933820444,2.0569623586114725,3,,0.8004713364060116,1,lost to addiction,Emotional Distress
group_2055,-1.1093676176432297,-1.1385606223350662,3,,0.8009403600175715,7,lost driving ability,Inaccessibility
group_2056,-2.6074063020906766,-0.7284457094769714,1,,1,7,computer virus loss,Inaccessibility
group_2057,-2.220646494460735,-2.235720374781039,1,,1,5,unfair hoa fees,Financial
group_2058,-2.163419630821482,-3.480553625695789,3,,0.7857453150321551,5,increased living costs,Financial
group_2059,2.0064976867396083,-0.24824065572017964,1,,1,4,jewry,Mourning
group_2060,0.6329493682892582,3.225928007251049,1,,0.9999999932921207,4,lorens diagnosis,Mourning
group_2061,-0.09558185337103413,2.573522852010969,2,,0.7706874030006533,1,broke my wrist,Emotional Distress
group_2062,1.346306026243082,-0.7522953790358502,2,,0.7666091296691663,3,made do,Competitive loss
group_2063,-0.787716865209832,2.558247344034373,3,,0.7619921225037308,1,bad dining experience,Emotional Distress
group_2064,0.11596030932852594,2.6836507301700108,2,,0.7884924104218014,1,extreme heat,Emotional Distress
group_2065,-0.37407799379061085,-0.2910147351858815,1,,1,2,adequate but worn,Deprivation
group_2066,-2.1398135349660428,2.341663279021235,1,,1,6,ants,Material deprivation
group_2067,-0.37001825286528334,-0.9281859611646966,5,,0.7778046365353393,2,does not apply,Deprivation
group_2068,0.5099053231940317,-0.15678229772272054,1,,0.9999999932921207,2,can not answer,Deprivation
group_2069,-2.423747286317913,-2.5589159847774914,3,,0.752861248148735,5,financial support loss,Financial
group_2070,-2.2503839935731564,-2.2782262479979254,2,,0.752019625526436,5,early withdrawal penalty,Financial
group_2071,-1.9532782916804101,-2.067207128230856,2,,0.7999972624703289,5,lost in business,Financial
group_2072,-2.123037769569626,-3.3813132995389203,2,,0.8407468070497728,5,food prices rose,Financial
group_2073,1.9239537924452828,3.391927134987376,1,,1,4,david died,Mourning
group_2074,1.7428624417050016,3.4404617681761462,1,,1,4,wakonda died,Mourning
group_2075,0.2047602795668528,0.9020312977382999,2,,0.7475821643460192,2,kenny lost freedom,Deprivation
group_2076,0.48609226445335363,3.288885928508397,1,,1,4,doctor ignored me,Mourning
group_2077,0.34816804412050006,2.889503667023452,3,,0.8035552867930749,4,lose a vitamin,Mourning
group_2078,-0.1852331302263121,-0.8796063374303625,1,,1,2,lost at track,Deprivation
group_2079,2.207082425248823,-2.9631642086001957,1,,1,3,lost fencing match,Competitive loss
group_2080,2.7422380659355436,0.30320909291139675,2,,0.8024098548304414,4,friend g,Mourning
group_2081,-0.08013818024969349,-2.06015743737066,3,,0.7715087369449254,5,losing grade points,Financial
group_2082,-2.8058343808052473,-0.578030107169883,2,,0.8250205651402196,7,lost hotel clothes,Inaccessibility
group_2083,-1.1618077613808169,-1.5908842045679643,4,,0.7436660893924134,7,missed daughter's pickup,Inaccessibility
group_2084,-2.829680670201563,2.0497760052380523,1,,1,6,lost fishing rod,Material deprivation
group_2085,0.781814025800609,1.226518348881048,2,,0.7686882155282393,1,losing morality,Emotional Distress
group_2086,1.8809045778878235,3.164146618544305,1,,1,4,friend stabbed,Mourning
group_2087,3.0593363366609645,1.6615892825829328,1,,1,4,engagement ended suddenly,Mourning
group_2088,-2.698392267058007,-2.992402927909129,3,,0.8008787484126159,5,financial freedom,Financial
group_2089,1.897781174995329,-2.845850994896868,1,,1,3,darts game,Competitive loss
group_2090,-1.9544086817969712,-1.1215735999801635,1,,1,7,travel bag,Inaccessibility
group_2091,-1.5834783851453706,0.06471051386982365,2,,0.7534087582204763,7,blanket,Inaccessibility
group_2092,-1.0567668037692435,-0.7314469915232158,1,,1,7,no strawberries available,Inaccessibility
group_2093,-2.4434903689223675,0.8134002515217315,1,,1,6,dishwasher damaged floor,Material deprivation
group_2094,2.137310492373923,-3.0924371315723316,3,,0.8114715638800521,3,lost ball,Competitive loss
group_2095,2.55329303802926,-2.6348748898367313,2,,0.8278066882229276,3,did not qualify,Competitive loss
group_2096,2.282971512789509,-2.608489387021062,1,,0.9999999932921207,3,team traded player,Competitive loss
group_2097,0.9466135333916892,0.5021553639771915,3,,0.7980265433106984,4,lost life direction,Mourning
group_2098,-2.211918345779853,-1.8428631636871557,5,,0.7894505468014094,5,losing a customer,Financial
group_2099,2.3482679450389305,0.466374442052648,1,,1,4,connect 4,Mourning
group_2100,1.7697100261781136,-3.0296417597935497,2,,0.8515439393307916,3,ping pong,Competitive loss
group_2101,-1.0793753314393917,-0.7521295062080411,1,,0.9999999932921207,7,lost at battleship,Inaccessibility
group_2102,2.304746858399925,2.3845119294444697,1,,1,4,toddler tantrums,Mourning
group_2103,-1.5655202551722804,-2.344641107131069,2,,0.830752112728198,5,failed online auction,Financial
group_2104,-0.6443255810843181,0.08320444079463168,1,,1,2,he didn't like,Deprivation
group_2105,-1.9354435891464052,-0.6739922835624369,3,,0.7572310975604275,7,found new home,Inaccessibility
group_2106,-1.605663576973895,-0.6653680186417397,2,,0.7799041754872367,7,lost netflix,Inaccessibility
group_2107,1.5828145184630402,-3.1030699029597897,4,,0.7523671883772304,3,lost at bingo,Competitive loss
group_2108,-1.9855819484886754,-2.430755795172155,3,,0.7425154019400884,5,a membership card,Financial
group_2109,-2.93285026537497,2.627745609431737,1,,1,6,pet snake loss,Material deprivation
group_2110,-0.7484200538420956,-1.8775917688190096,3,,0.7672917818270742,7,missed acting role,Inaccessibility
group_2111,2.5327670633589534,-2.854434404337593,1,,0.999999995256813,3,simone biles loses,Competitive loss
group_2112,-2.9199474383830597,-3.305552213199773,3,,0.7958431507822951,5,investment market fluctuations,Financial
group_2113,0.1034383133006439,0.8688957714949161,1,,1,2,freedom couldn't drive,Deprivation
group_2114,1.0294399580795994,-0.43335485309485944,2,,0.7857973088959802,3,forecast,Competitive loss
group_2115,-0.25246543486745954,-0.5090117793639002,1,,1,2,can't find speaker,Deprivation
group_2116,0.9983936377271678,0.282147165303126,4,,0.7797734358166957,4,1 month ago,Mourning
group_2117,0.9413151828601227,0.1559994671102526,1,,1,4,6 days ago,Mourning
group_2118,-0.5312006019432088,-0.41230265950568523,1,,1,2,didn't move,Deprivation
group_2119,1.819066518439573,-1.0089586446272227,1,,1,3,publicize my book,Competitive loss
group_2120,-0.4377224985109991,-0.7277412339038901,2,,0.8129780984325259,2,did not get,Deprivation
group_2121,1.4527436123134787,-3.285982898844283,3,,0.8340021920775789,3,lost at cribbage,Competitive loss
group_2122,2.517638912508842,1.5505317016510474,2,,0.8693712273618174,4,lost instagram followers,Mourning
group_2123,1.6864392858353514,-3.276430682547274,2,,0.837121940563865,3,lost at mini-golf,Competitive loss
group_2124,1.2096218693348109,0.7559346340762653,4,,0.844197606477507,4,feeling of security,Mourning
group_2125,1.3855220767696808,0.6316770707147484,3,,0.7461351706867463,4,job security,Mourning
group_2126,-2.993740403886832,-0.5519024779132777,2,,0.8025880020345532,7,chapstick,Inaccessibility
group_2127,2.958087466548274,2.988453064629164,5,,0.7941865871172842,4,niece,Mourning
group_2128,-2.375074568937585,1.6281201784180803,3,,0.7846899427819531,6,garden,Material deprivation
group_2129,-3.0204360079006185,2.506899643788122,1,,0.999999995256813,6,lost baby rabbit,Material deprivation
group_2130,0.09530573994868663,-0.6377543758551659,2,,0.7607500219426644,2,lost walking partner,Deprivation
group_2131,1.892499398183077,0.9116070410320819,2,,0.8211391948420748,4,faith in government,Mourning
group_2132,-1.8375367312511908,-1.879556119421081,3,,0.7502312118236045,5,bad purchase,Financial
group_2133,1.1890427252907696,-1.3379890294964358,2,,0.8109262121970718,3,at school,Competitive loss
group_2134,-0.34537555534891684,-1.168113678939203,1,,1,2,not seeing milestones,Deprivation
group_2135,2.0964044923716973,2.9910704143125435,1,,1,4,notify loved ones,Mourning
group_2136,0.5794676512366697,-1.0616128098794122,1,,1,3,time on people,Competitive loss
group_2137,0.1054450512539126,-0.7467129111214958,3,,0.8147838020497591,2,lost in jiu-jitsu,Deprivation
group_2138,1.7829800507913043,-2.296915867180062,1,,1,3,pitch competition,Competitive loss
group_2139,1.8210908352037019,-2.2565208958501937,1,,1,3,robotics competition,Competitive loss
group_2140,1.9855913332191442,-3.3253580922767894,2,,0.8253675376955907,3,lost mario kart,Competitive loss
group_2141,-2.64541981535069,2.5798871745737535,1,,0.9999999932921207,6,gave up cats,Material deprivation
group_2142,-0.31022581365471724,2.2771726366601537,1,,1,1,stung by wasps,Emotional Distress
group_2143,-2.505477111480401,0.02870544263017566,4,,0.7492510541918931,7,lost cooking contest,Inaccessibility
group_2144,-2.340892039536588,-2.905489299577918,8,,0.7451672333447417,5,medical bill debt,Financial
group_2145,-3.11120082355945,2.5492676024771797,2,,0.802054568148841,6,lost a chicken,Material deprivation
group_2146,3.322517909049676,2.2277611817311516,3,,0.7817862690510675,4,husband returns work,Mourning
group_2147,-0.7444796175078384,2.612740128763938,2,,0.7500240884752774,1,decision on dining,Emotional Distress
group_2148,-1.8571737065891956,-0.42349504021920575,1,,1,7,care home placement,Inaccessibility
group_2149,2.5031762788496614,-0.17555454564742243,2,,0.7516422069678244,3,i,Competitive loss
group_2150,-0.49351428143342213,-0.7469230973285549,2,,0.7874415337862206,2,didn't,Deprivation
group_2151,-0.3733301240209943,-2.2037809165204796,2,,0.8131819769176833,5,time off work,Financial
group_2152,0.72084053182201,3.143389876220735,1,,1,4,malpractice situation,Mourning
group_2153,2.4573242480089057,-0.6183999771316199,1,,1,3,arc,Competitive loss
group_2154,-1.1855759254272356,0.06082633774003485,1,,1,2,misfire,Deprivation
group_2155,1.608057780005513,-0.4051502657515765,1,,1,3,post office,Competitive loss
group_2156,2.3825553873656284,-2.463722803056842,1,,1,3,lost to sam,Competitive loss
group_2157,-2.717868517176262,2.83618605812993,1,,0.9999999932921207,6,dog was adopted,Material deprivation
group_2158,-0.14649069089143463,0.05909889473398519,2,,0.7862577772989604,2,cut back,Deprivation
group_2159,-1.8486947558853795,-0.6222082465447824,1,,1,7,stopped house hunting,Inaccessibility
group_2160,-2.5604557401957755,0.6277313236660493,2,,0.80272096349159,6,fridge contents lost,Material deprivation
group_2161,-2.469466149404552,-2.4740868065605723,2,,0.7696380829325282,5,lost school funding,Financial
group_2162,-2.2499403541532628,-2.549452894057557,1,,0.9999999932921207,5,paid off mortgage,Financial
group_2163,1.0812394958684588,-0.6999349409901778,1,,1,3,nothing beats that,Competitive loss
group_2164,1.9551816865493903,-0.7478610746718779,1,,1,3,event,Competitive loss
group_2165,0.31693847310442624,-1.1640232667104113,1,,0.9999999932921207,3,project put hold,Competitive loss
group_2166,0.09076333256106667,-2.7710302732103793,3,,0.7675727571428684,5,job situation,Financial
group_2167,-2.606504558756817,-0.5963378621706708,1,,0.999999995256813,7,lost orthodontic progress,Inaccessibility
group_2168,-3.052254018939574,2.4915165361981684,2,,0.8241055254526356,6,goat loss,Material deprivation
group_2169,-0.5665751104883444,-2.0532958321207038,1,,1,5,card declined,Financial
group_2170,-1.2544712958366597,-2.5991325874143,1,,0.999999995256813,5,no discount,Financial
group_2171,2.1742441481004846,0.699090450076249,1,,0.9999999932921207,4,trip,Mourning
group_2172,0.37815858619029497,2.9387443816139602,1,,1,4,carpal tunnel diagnosis,Mourning
group_2173,1.3310304786089622,-2.580655534978201,3,,0.7599617493331889,3,defeated by ai,Competitive loss
group_2174,-1.9879411500695825,0.7608187206748788,2,,0.7674066330804756,6,ac water,Material deprivation
group_2175,-0.5041736063344852,2.502385653695273,1,,1,1,too much wine,Emotional Distress
group_2176,-2.7624841977653722,-0.23329677692229633,3,,0.7758177303368264,7,lost computer file,Inaccessibility
group_2177,-1.8847149066815259,-2.2938243840606347,3,,0.7667746683864921,5,missed home buying,Financial
group_2178,2.8892090055013773,3.1739294295056504,4,,0.7518641733344419,4,granddaughter,Mourning
group_2179,1.9354594706268964,-0.3646344466410335,1,,0.9999999932921207,3,tide pods,Competitive loss
group_2180,-2.5193965629934514,-0.5828285230225192,4,,0.8162786286317133,7,everything is gone,Inaccessibility
group_2181,-2.935688753886298,-0.4908986023925292,2,,0.8173618711271446,7,lost a photo,Inaccessibility
group_2182,-0.8284377828317132,-2.605841118075587,2,,0.789362426829764,5,lost overtime pay,Financial
group_2183,-3.1157593751227326,-2.533167669282615,1,,0.9999999932921207,5,bad trades,Financial
group_2184,-2.420275081688638,-3.282366379616422,2,,0.821684818377295,5,increased debt,Financial
group_2185,-1.4948263475419714,-2.045135226912113,1,,0.9999999932921207,7,missed market gain,Inaccessibility
group_2186,-2.487796828011054,1.5831319095637628,1,,1,6,weeds took over,Material deprivation
group_2187,-2.3034979947116567,1.6719640824000175,1,,1,6,bee population decline,Material deprivation
group_2188,-2.8104171402014604,-2.630997082318781,2,,0.7474397651698851,5,escrow payment loss,Financial
group_2189,0.49209138954027454,3.034691816949061,2,,0.9135356865748685,4,medication side effect,Mourning
group_2190,1.841635658239794,3.0619429168546444,5,,0.7462061517493457,4,friend had covid,Mourning
group_2191,-1.5697942666475986,-1.3888475886668887,3,,0.8006419178899842,7,wasted class money,Inaccessibility
group_2192,1.6169302212684875,-2.191493785660865,3,,0.7475430446449143,3,giveaway,Competitive loss
group_2193,2.1927256335303,3.014873330540519,3,,0.7610572503100144,4,son almost died,Mourning
group_2194,1.8210082327019783,-2.820520477597505,3,,0.7808351980367711,3,call of duty,Competitive loss
group_2195,-2.509736239910434,-0.0111254902079021,2,,0.7823960133317194,7,lost my spoon,Inaccessibility
group_2196,-1.3429678444774322,-1.1081054286079364,2,,0.8307002944170695,7,vacation,Inaccessibility
group_2197,1.6605009695598643,1.8391973555979955,1,,0.9999999932921207,4,my childhood sweetheart,Mourning
group_2198,0.06219396463987109,-2.33673289840312,3,,0.7905551996794384,5,lost professional pride,Financial
group_2199,-2.1257456850900636,-3.461985500973012,1,,0.9999999932921207,5,hotel stay cost,Financial
group_2200,-1.8374276072617284,-2.9656109274884095,3,,0.777386155759954,5,bonus,Financial
group_2201,-2.562894089355279,0.4743549224013478,1,,0.9999999932921207,6,old book broke,Material deprivation
group_2202,-3.037383618788594,-0.4506612933365389,1,,1,7,lost socket bit,Inaccessibility
group_2203,-1.2082806193979276,-2.2753727483067476,2,,0.8350264565493024,5,lost a bid,Financial
group_2204,-3.026826919392331,-2.080551835373754,2,,0.8256761107043055,5,friend lost property,Financial
group_2205,-1.1696528560308688,-0.7284789302999394,2,,0.7744866376179433,7,lost horse ranch,Inaccessibility
group_2206,-2.9922978071074646,2.946385664707136,1,,1,6,my feral cat,Material deprivation
group_2207,-2.2414639975783572,-2.208556551876808,1,,1,5,disputed rental charge,Financial
group_2208,-0.05657603004490441,1.8613020977591397,1,,0.9999999932921207,1,winter blues lingered,Emotional Distress
group_2209,-0.9893305517581743,-1.7912505121299849,2,,0.7772664994878348,7,missed justice chance,Inaccessibility
group_2210,-2.805626468188886,-3.4405801623532923,1,,1,5,dogecoin stocks,Financial
group_2211,-3.6553123159575636,0.7667342713584102,1,,1,6,camry,Material deprivation
group_2212,0.6747019151082018,3.2593673117851303,1,,1,4,er,Mourning
group_2213,-2.894723499735526,-0.45775898589413977,1,,1,7,lost nose pad,Inaccessibility
group_2214,-2.905056795306398,-0.5188918494933895,1,,1,7,lost a clip,Inaccessibility
group_2215,-2.5786046307137855,-0.4988763841764718,2,,0.8102978264731566,7,lost boxer shorts,Inaccessibility
group_2216,-2.6331232599630936,-0.2378351990013265,1,,1,7,lost hot dogs,Inaccessibility
group_2217,-3.1466937937213797,-0.016912908288123363,2,,0.7638484502317604,6,lost dog leash,Material deprivation
group_2218,-1.2326732783346444,-0.840172345433737,1,,1,7,favorite work unavailable,Inaccessibility
group_2219,-1.436929589779574,-1.0218837070561626,1,,0.999999995256813,7,inability to visit,Inaccessibility
group_2220,-2.1829503515340196,1.5599456700575551,1,,1,6,shrub,Material deprivation
group_2221,-3.0084964206495317,-2.5530170077421293,1,,1,5,sec losses,Financial
group_2222,0.6531776102547514,2.805744381826783,2,,0.7788598603600352,4,major surgery,Mourning
group_2223,-2.6164171741926006,-0.4332681438591102,1,,1,7,lost favorite sandal,Inaccessibility
group_2224,1.8417037706919184,-0.8964359232058837,4,,0.78763378322097,3,book,Competitive loss
group_2225,0.017524049537165853,1.1976923012113976,4,,0.7744437879363155,1,loss of drive,Emotional Distress
group_2226,-1.9042654643449295,-0.13524540470833135,2,,0.7728329975770929,7,my barn,Inaccessibility
group_2227,-2.9833000690703813,-0.5063966940520767,2,,0.7991324490171045,7,lost beauty tool,Inaccessibility
group_2228,-2.1326152007054957,1.2377414178982309,3,,0.7674188782856323,6,roof damage loss,Material deprivation
group_2229,-3.3200597796315616,0.8184043586100265,1,,1,6,texting accident loss,Material deprivation
group_2230,0.6707857042471393,-0.13891550268109112,1,,1,3,enough for now,Competitive loss
group_2231,-3.235750682959335,-0.8450343298563187,2,,0.7641819337873249,7,lost a fitbit,Inaccessibility
group_2232,-1.0442265712783125,-1.7449794033003019,3,,0.8110869212777698,7,missed movie outing,Inaccessibility
group_2233,-1.6619285072142396,-2.830504825277829,3,,0.7694959604423701,5,coupon discount,Financial
group_2234,2.879590788313517,3.060862825044581,3,,0.7555918772621069,4,grandson,Mourning
group_2235,2.5289932241043256,-0.8130357445116803,1,,1,3,cap,Competitive loss
group_2236,-2.1779850831126613,-3.2459644511495305,1,,1,5,overpaying for groceries,Financial
group_2237,1.9141623101148864,-1.4107082701118112,2,,0.8216225578410813,3,donating sentimental items,Competitive loss
group_2238,-2.4593799311856057,0.7977661452543586,1,,1,6,garbage disposal broke,Material deprivation
group_2239,-3.1808766128321615,0.7929684984766417,3,,0.7670535548745429,6,nail in tire,Material deprivation
group_2240,1.6467967022861252,-3.029318521247694,2,,0.7865880611105467,3,lost at uno,Competitive loss
group_2241,-2.0215662964235586,-1.803561869413338,2,,0.8204728579347679,5,traffic ticket,Financial
group_2242,2.0887081167446424,-3.2660025978145457,1,,1,3,lost pinball championship,Competitive loss
group_2243,1.2706648971873493,1.3308303280350589,3,,1,4,i dont recall,Mourning
group_2244,-2.4726654302041933,-2.8592266835782856,1,,1,5,financially unable attend,Financial
group_2245,-2.1878997298022123,-3.029574137727133,1,,1,5,dental bills,Financial
group_2246,0.8224003582359326,-1.4944317252978387,1,,0.9999999932921207,3,non supported classroom,Competitive loss
group_2247,1.6901870524104181,-3.0708733619800435,3,,0.8333170489775154,3,fortnite,Competitive loss
group_2248,1.8232641264571972,-0.2580497550907322,1,,1,3,valorant,Competitive loss
group_2249,0.7185543117850095,2.1009015474537738,2,,0.7540485693311103,1,lifting,Emotional Distress
group_2250,-2.3231080948662166,-3.0690319097531362,2,,0.8097642234238935,5,cat's vet bills,Financial
group_2251,1.3087016048148132,-1.1965848534227104,1,,1,3,teachers,Competitive loss
group_2252,1.8355181957755344,-0.5734843534093035,1,,1,3,code,Competitive loss
group_2253,1.8836088824661616,-0.3656505633605606,2,,0.7586193286517389,3,pliers,Competitive loss
group_2254,2.200410258280518,-1.0903623163091298,1,,1,3,badge,Competitive loss
group_2255,-2.0498559394784768,-1.0151622282685397,2,,0.8424459377305953,7,lost vacation home,Inaccessibility
group_2256,-0.32963120121319145,2.46168748637917,1,,1,1,alcohol abuse,Emotional Distress
group_2257,2.1101133612291227,0.7667138151974767,2,,0.7903135653797415,4,another birthday,Mourning
group_2258,-3.572185356806257,0.921606040936478,6,,0.7609350841033333,6,truck accident loss,Material deprivation
group_2259,0.8784056850276443,1.5892998658122024,1,,1,1,perceptual,Emotional Distress
group_2260,-0.2803584667379059,1.6009247532026079,2,,0.7770476812657976,1,fell into despair,Emotional Distress
group_2261,-0.40983586742326894,-1.0471564800071138,3,,0.781315751070419,2,forgot my idea,Deprivation
group_2262,-0.4190963683863316,-1.6340823976823518,3,,0.8147121663198852,5,lost creative work,Financial
group_2263,-3.2919634286808273,-0.4048215295925488,2,,0.8035442690471213,7,lost apple watch,Inaccessibility
group_2264,0.7388202481859658,3.2430684674405574,3,,0.7867002938744364,4,emergency room visit,Mourning
group_2265,-1.9021923290464284,-3.549592164454304,1,,1,5,12000,Financial
group_2266,-3.2537232885385916,-0.8125233497238179,4,,0.7983180742924602,7,lost a bracelet,Inaccessibility
group_2267,1.9425883326089037,-2.912850421809864,1,,1,3,dodgeball,Competitive loss
group_2268,2.6096239591875814,3.286447548990691,1,,1,4,bailing out mom,Mourning
group_2269,2.5223192454070675,-0.8271059676600466,2,,0.8219049265210678,3,hat,Competitive loss
group_2270,1.8719792407603308,-0.482029865077187,3,,0.8023945234359396,3,pen,Competitive loss
group_2271,1.3476729336407527,1.4041170235032534,1,,0.999999995256813,4,lost snapchat memories,Mourning
group_2272,-2.7315196369657624,-0.6169898120093809,2,,0.7617346151059072,7,lost baby skirt,Inaccessibility
group_2273,-2.07778326719093,-3.410448323030622,1,,0.9999999932921207,5,switching cost,Financial
group_2274,-1.7615039615680443,-2.017773969014288,1,,0.999999995256813,5,avoided duplicate purchase,Financial
group_2275,1.9034805315896204,-1.3110472879158888,2,,0.7774325667581332,3,charity,Competitive loss
group_2276,-0.726716439664139,0.7607406002398275,1,,1,2,botox gone wrong,Deprivation
group_2277,3.151541607291381,1.1960978944463956,2,,0.7984201205956043,4,argument with son,Mourning
group_2278,-2.135751193045915,-2.199776800034952,2,,0.8587108247271779,5,loss of sponsor,Financial
group_2279,0.5562427382393572,1.07556369536006,1,,0.9999999932921207,1,out of touch,Emotional Distress
